kuupäev;vooluhulk_m3s;veetase_cm;veetemp_c;valideeritud
2013-10-25;393;137;;jah
2013-10-26;328;120;;jah
2013-10-27;333;123;;jah
2013-10-28;346;128;;jah
2013-10-29;332;160;;jah
2013-10-30;387;144;;jah
2013-10-31;379;144;;jah
2013-11-01;401;150;;jah
2013-11-02;378;142;;jah
2013-11-03;353;134;;jah
2013-11-04;382;148;;jah
2013-11-05;411;146;;jah
2013-11-06;423;150;;jah
2013-11-07;436;154;;jah
2013-11-08;516;170;;jah
2013-11-09;424;148;;jah
2013-11-10;428;176;;jah
2013-11-11;467;157;;jah
2013-11-12;549;174;;jah
2013-11-13;510;166;;jah
2013-11-14;532;170;;jah
2013-11-15;504;164;;jah
2013-11-16;587;182;;jah
2013-11-17;537;209;;jah
2013-11-18;500;166;;jah
2013-11-19;459;156;;jah
2013-11-20;440;152;;jah
2013-11-21;408;143;;jah
2013-11-22;437;152;;jah
2013-11-23;418;148;;jah
2013-11-24;446;155;;jah
2013-11-25;415;147;;jah
2013-11-26;408;145;;jah
2013-11-27;495;166;;jah
2013-11-28;597;188;;jah
2013-11-29;461;161;;jah
2013-11-30;416;148;;jah
2013-12-01;486;181;;jah
2013-12-02;510;179;;jah
2013-12-03;551;181;;jah
2013-12-04;413;151;;jah
2013-12-05;488;169;;jah
2013-12-06;436;157;;jah
2013-12-07;505;173;;jah
2013-12-08;517;177;;jah
2013-12-09;422;156;;jah
2013-12-10;486;171;;jah
2013-12-11;487;172;;jah
2013-12-12;486;180;;jah
2013-12-13;441;217;;jah
2013-12-14;458;165;;jah
2013-12-15;396;152;;jah
2013-12-16;444;164;;jah
2013-12-17;492;174;;jah
2013-12-18;490;175;;jah
2013-12-19;382;149;;jah
2013-12-20;433;160;;jah
2013-12-21;509;175;;jah
2013-12-22;550;181;;jah
2013-12-23;578;190;;jah
2013-12-24;518;179;;jah
2013-12-25;484;160;;jah
2013-12-26;476;156;;jah
2013-12-27;503;159;;jah
2013-12-28;508;159;;jah
2013-12-29;502;155;;jah
2013-12-30;629;179;;jah
2013-12-31;626;176;;jah
2014-01-01;548;159;;jah
2014-01-02;503;147;;jah
2014-01-03;494;142;;jah
2014-01-04;507;143;;jah
2014-01-05;509;142;;jah
2014-01-06;515;141;;jah
2014-01-07;532;143;;jah
2014-01-08;597;154;;jah
2014-01-09;529;155;;jah
2014-01-10;525;154;;jah
2014-01-11;602;171;;jah
2014-01-12;610;159;;jah
2014-01-13;658;168;;jah
2014-01-14;650;157;;jah
2014-01-15;614;144;;jah
2014-01-16;599;140;;jah
2014-01-17;556;130;;jah
2014-01-18;507;119;;jah
2014-01-19;467;110;;jah
2014-01-20;402;96;;jah
2014-01-21;415;98;;jah
2014-01-22;459;105;;jah
2014-01-23;447;101;;jah
2014-01-24;440;99;;jah
2014-01-25;469;103;;jah
2014-01-26;384;87;;jah
2014-01-27;262;60;;jah
2014-01-28;229;47;;jah
2014-01-29;226;44;;jah
2014-01-30;266;57;;jah
2014-01-31;243;51;;jah
2014-02-01;317;68;;jah
2014-02-02;320;69;;jah
2014-02-03;360;77;;jah
2014-02-04;334;72;;jah
2014-02-05;329;70;;jah
2014-02-06;345;79;;jah
2014-02-07;348;80;;jah
2014-02-08;366;84;;jah
2014-02-09;331;78;;jah
2014-02-10;356;85;;jah
2014-02-11;380;91;;jah
2014-02-12;425;101;;jah
2014-02-13;414;100;;jah
2014-02-14;391;97;;jah
2014-02-15;429;105;;jah
2014-02-16;389;98;;jah
2014-02-17;481;117;;jah
2014-02-18;566;133;;jah
2014-02-19;488;120;;jah
2014-02-20;468;118;;jah
2014-02-21;388;102;;jah
2014-02-22;419;107;;jah
2014-02-23;471;118;;jah
2014-02-24;520;127;;jah
2014-02-25;450;114;;jah
2014-02-26;436;110;;jah
2014-02-27;426;109;;jah
2014-02-28;403;105;;jah
2014-03-01;386;101;;jah
2014-03-02;407;106;;jah
2014-03-03;431;110;;jah
2014-03-04;403;104;;jah
2014-03-05;365;96;;jah
2014-03-06;376;99;;jah
2014-03-07;415;107;;jah
2014-03-08;481;120;;jah
2014-03-09;509;124;;jah
2014-03-10;469;118;;jah
2014-03-11;539;131;;jah
2014-03-12;519;127;;jah
2014-03-13;487;122;;jah
2014-03-14;612;145;;jah
2014-03-15;526;131;;jah
2014-03-16;666;155;;jah
2014-03-17;533;134;;jah
2014-03-18;520;133;;jah
2014-03-19;548;140;;jah
2014-03-20;521;137;;jah
2014-03-21;615;155;;jah
2014-03-22;566;147;;jah
2014-03-23;497;135;;jah
2014-03-24;508;140;;jah
2014-03-25;468;133;;jah
2014-03-26;382;115;;jah
2014-03-27;447;131;;jah
2014-03-28;467;133;;jah
2014-03-29;475;133;;jah
2014-03-30;507;137;;jah
2014-03-31;490;132;;jah
2014-04-01;497;131;;jah
2014-04-02;497;129;;jah
2014-04-03;503;129;;jah
2014-04-04;509;127;;jah
2014-04-05;525;128;;jah
2014-04-06;492;122;;jah
2014-04-07;455;113;;jah
2014-04-08;437;109;;jah
2014-04-09;392;98;;jah
2014-04-10;421;102;;jah
2014-04-11;490;115;;jah
2014-04-12;528;122;;jah
2014-04-13;541;124;;jah
2014-04-14;569;128;;jah
2014-04-15;605;134;;jah
2014-04-16;684;146;;jah
2014-04-17;614;135;;jah
2014-04-18;549;125;;jah
2014-04-19;595;132;;jah
2014-04-20;561;126;;jah
2014-04-21;531;121;;jah
2014-04-22;540;123;;jah
2014-04-23;502;116;;jah
2014-04-24;476;112;;jah
2014-04-25;487;115;;jah
2014-04-26;467;112;;jah
2014-04-27;467;113;;jah
2014-04-28;469;114;;jah
2014-04-29;473;116;;jah
2014-04-30;479;117;;jah
2014-05-01;418;107;;jah
2014-05-02;502;123;;jah
2014-05-03;440;113;;jah
2014-05-04;423;111;;jah
2014-05-05;479;123;;jah
2014-05-06;451;118;;jah
2014-05-07;354;99;;jah
2014-05-08;349;98;;jah
2014-05-09;372;105;;jah
2014-05-10;411;113;;jah
2014-05-11;441;120;;jah
2014-05-12;430;118;;jah
2014-05-13;510;134;;jah
2014-05-14;559;144;;jah
2014-05-15;489;131;;jah
2014-05-16;465;127;;jah
2014-05-17;448;123;;jah
2014-05-18;440;122;;jah
2014-05-19;451;125;;jah
2014-05-20;439;123;;jah
2014-05-21;436;122;;jah
2014-05-22;398;115;;jah
2014-05-23;384;111;;jah
2014-05-24;385;111;;jah
2014-05-25;416;118;;jah
2014-05-26;459;127;;jah
2014-05-27;405;115;;jah
2014-05-28;338;99;;jah
2014-05-29;337;98;;jah
2014-05-30;347;102;;jah
2014-05-31;345;101;;jah
2014-06-01;371;107;;jah
2014-06-02;351;102;;jah
2014-06-03;331;97;;jah
2014-06-04;338;99;;jah
2014-06-05;326;95;;jah
2014-06-06;351;102;;jah
2014-06-07;354;102;;jah
2014-06-08;350;101;;jah
2014-06-09;374;107;;jah
2014-06-10;380;108;;jah
2014-06-11;364;104;;jah
2014-06-12;362;103;;jah
2014-06-13;389;112;;jah
2014-06-14;387;113;;jah
2014-06-15;407;119;;jah
2014-06-16;404;120;;jah
2014-06-17;458;134;;jah
2014-06-18;441;133;;jah
2014-06-19;384;122;;jah
2014-06-20;378;122;;jah
2014-06-21;426;136;;jah
2014-06-22;362;123;;jah
2014-06-23;386;132;;jah
2014-06-24;368;130;;jah
2014-06-25;355;129;;jah
2014-06-26;330;123;;jah
2014-06-27;310;116;;jah
2014-06-28;302;113;;jah
2014-06-29;271;101;;jah
2014-06-30;332;118;;jah
2014-07-01;362;126;;jah
